;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Lista de Entes Habilitados/Inabilitados da Complementação da União-VAAT 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;Código IBGE;Veficação  § 4º do art. 13 da  Lei nº 14.113/20;Pendência identificada;;;;;;;;;;;;
PE;Altinho;2600807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Amaraji;2600906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Angelim;2601003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Araçoiaba;2601052;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Araripina;2601102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Arcoverde;2601201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Barra de Guabiraba;2601300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Barreiros;2601409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Belém de Maria;2601508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Belém do São Francisco;2601607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Belo Jardim;2601706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Betânia;2601805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Bezerros;2601904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Bodocó;2602001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Bom Conselho;2602100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Bom Jardim;2602209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Bonito;2602308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Brejão;2602407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Brejinho;2602506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Brejo da Madre de Deus;2602605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Buenos Aires;2602704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Buíque;2602803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Cabo de Santo Agostinho;2602902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Cabrobó;2603009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Cachoeirinha;2603108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Caetés;2603207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Calçado;2603306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Calumbi;2603405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Camaragibe;2603454;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Camocim de São Félix;2603504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Camutanga;2603603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Canhotinho;2603702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Capoeiras;2603801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Carnaíba;2603900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Carnaubeira da Penha;2603926;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Carpina;2604007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Caruaru;2604106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Casinhas;2604155;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Catende;2604205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Cedro;2604304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Chã de Alegria;2604403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Chã Grande;2604502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Condado;2604601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Correntes;2604700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Cortês;2604809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Cumaru;2604908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Cupira;2605004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Custódia;2605103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Dormentes;2605152;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Escada;2605202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Exu;2605301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Feira Nova;2605400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ferreiros;2605509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Flores;2605608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Floresta;2605707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Frei Miguelinho;2605806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Gameleira;2605905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Garanhuns;2606002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Glória do Goitá;2606101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Goiana;2606200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Granito;2606309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Gravatá;2606408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Iati;2606507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ibimirim;2606606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ibirajuba;2606705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Igarassu;2606804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Iguaracy;2606903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ilha de Itamaracá;2607604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Inajá;2607000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ingazeira;2607109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ipojuca;2607208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ipubi;2607307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Itacuruba;2607406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Itaíba;2607505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Itambé;2607653;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Itapetim;2607703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Itapissuma;2607752;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Itaquitinga;2607802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Jaboatão dos Guararapes;2607901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Jaqueira;2607950;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Jataúba;2608008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Jatobá;2608057;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;João Alfredo;2608107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Joaquim Nabuco;2608206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Jucati;2608255;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Jupi;2608305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Jurema;2608404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Lagoa de Itaenga;2608503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Lagoa do Carro;2608453;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Lagoa do Ouro;2608602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Lagoa dos Gatos;2608701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Lagoa Grande;2608750;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Lajedo;2608800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Limoeiro;2608909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Macaparana;2609006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Machados;2609105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Manari;2609154;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Maraial;2609204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Mirandiba;2609303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Moreilândia;2614303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Moreno;2609402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Nazaré da Mata;2609501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Olinda;2609600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Orobó;2609709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Orocó;2609808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ouricuri;2609907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Palmares;2610004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Palmeirina;2610103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Panelas;2610202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Paranatama;2610301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Parnamirim;2610400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Passira;2610509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Paudalho;2610608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Paulista;2610707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Pedra;2610806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Pernambuco;26;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Pesqueira;2610905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Petrolândia;2611002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Petrolina;2611101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Poção;2611200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Pombos;2611309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Primavera;2611408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Quipapá;2611507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Quixaba;2611533;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Recife;2611606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Riacho das Almas;2611705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Ribeirão;2611804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Rio Formoso;2611903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Sairé;2612000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Salgadinho;2612109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Salgueiro;2612208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Saloá;2612307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Sanharó;2612406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Santa Cruz;2612455;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Santa Cruz da Baixa Verde;2612471;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Santa Cruz do Capibaribe;2612505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Santa Filomena;2612554;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Santa Maria da Boa Vista;2612604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Santa Maria do Cambucá;2612703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Santa Terezinha;2612802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São Benedito do Sul;2612901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São Bento do Una;2613008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São Caitano;2613107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São João;2613206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São Joaquim do Monte;2613305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São José da Coroa Grande;2613404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São José do Belmonte;2613503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São José do Egito;2613602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São Lourenço da Mata;2613701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;São Vicente Ferrer;2613800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Serra Talhada;2613909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Serrita;2614006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Sertânia;2614105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Sirinhaém;2614204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Solidão;2614402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Surubim;2614501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Tabira;2614600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Tacaimbó;2614709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Tacaratu;2614808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Tamandaré;2614857;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Taquaritinga do Norte;2615003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Terezinha;2615102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Terra Nova;2615201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Timbaúba;2615300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Toritama;2615409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Tracunhaém;2615508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Trindade;2615607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Triunfo;2615706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Tupanatinga;2615805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Tuparetama;2615904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Venturosa;2616001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Verdejante;2616100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Vertente do Lério;2616183;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Vertentes;2616209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Vicência;2616308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Vitória de Santo Antão;2616407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PE;Xexéu;2616506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Acauã;2200053;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Agricolândia;2200103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Água Branca;2200202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Alagoinha do Piauí;2200251;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Alegrete do Piauí;2200277;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Alto Longá;2200301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Altos;2200400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Alvorada do Gurguéia;2200459;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Amarante;2200509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Angical do Piauí;2200608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Anísio de Abreu;2200707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Antônio Almeida;2200806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Aroazes;2200905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Aroeiras do Itaim;2200954;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Arraial;2201002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Assunção do Piauí;2201051;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Avelino Lopes;2201101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Baixa Grande do Ribeiro;2201150;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Barra D'Alcântara;2201176;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Barras;2201200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Barreiras do Piauí;2201309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Barro Duro;2201408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Batalha;2201507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Bela Vista do Piauí;2201556;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Belém do Piauí;2201572;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Beneditinos;2201606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Bertolínia;2201705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Betânia do Piauí;2201739;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Boa Hora;2201770;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Bocaina;2201804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Bom Jesus;2201903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Bom Princípio do Piauí;2201919;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Bonfim do Piauí;2201929;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Boqueirão do Piauí;2201945;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Brasileira;2201960;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Brejo do Piauí;2201988;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Buriti dos Lopes;2202000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Buriti dos Montes;2202026;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cabeceiras do Piauí;2202059;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cajazeiras do Piauí;2202075;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cajueiro da Praia;2202083;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Caldeirão Grande do Piauí;2202091;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Campinas do Piauí;2202109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Campo Alegre do Fidalgo;2202117;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Campo Grande do Piauí;2202133;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Campo Largo do Piauí;2202174;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Campo Maior;2202208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Canavieira;2202251;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Canto do Buriti;2202307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Capitão de Campos;2202406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Capitão Gervásio Oliveira;2202455;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Caracol;2202505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Caraúbas do Piauí;2202539;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Caridade do Piauí;2202554;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Castelo do Piauí;2202604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Caxingó;2202653;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cocal;2202703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cocal de Telha;2202711;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cocal dos Alves;2202729;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Coivaras;2202737;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Colônia do Gurguéia;2202752;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Colônia do Piauí;2202778;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Conceição do Canindé;2202802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Coronel José Dias;2202851;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Corrente;2202901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cristalândia do Piauí;2203008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Cristino Castro;2203107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Curimatá;2203206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Currais;2203230;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Curral Novo do Piauí;2203271;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Curralinhos;2203255;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Demerval Lobão;2203305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Dirceu Arcoverde;2203354;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Dom Expedito Lopes;2203404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Dom Inocêncio;2203453;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Domingos Mourão;2203420;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Elesbão Veloso;2203503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Eliseu Martins;2203602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Esperantina;2203701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Fartura do Piauí;2203750;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Flores do Piauí;2203800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Floresta do Piauí;2203859;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Floriano;2203909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Francinópolis;2204006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Francisco Ayres;2204105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Francisco Macedo;2204154;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Francisco Santos;2204204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Fronteiras;2204303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Geminiano;2204352;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Gilbués;2204402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Guadalupe;2204501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Guaribas;2204550;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Hugo Napoleão;2204600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Ilha Grande;2204659;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Inhuma;2204709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Ipiranga do Piauí;2204808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Isaías Coelho;2204907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Itainópolis;2205003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Itaueira;2205102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Jacobina do Piauí;2205151;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Jaicós;2205201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Jardim do Mulato;2205250;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Jatobá do Piauí;2205276;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Jerumenha;2205300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;João Costa;2205359;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Joaquim Pires;2205409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Joca Marques;2205458;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;José de Freitas;2205508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Juazeiro do Piauí;2205516;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Júlio Borges;2205524;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Jurema;2205532;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Lagoa Alegre;2205557;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Lagoa de São Francisco;2205573;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Lagoa do Barro do Piauí;2205565;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Lagoa do Piauí;2205581;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Lagoa do Sítio;2205599;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Lagoinha do Piauí;2205540;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Landri Sales;2205607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Luís Correia;2205706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Luzilândia;2205805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Madeiro;2205854;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Manoel Emídio;2205904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Marcolândia;2205953;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Marcos Parente;2206001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
PI;Massapê do Piauí;2206050;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
